Contest,Candidate Issue,Party,District Name,Total Votes,% of Total Votes
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 1/4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 1/5 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 1/6 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 1/7 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 2/1 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 2/2 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 2/3 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 2/5 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 2/7 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 2/8 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 2/9 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 2/10 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 2/11 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 2/4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 2/6 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 3/1 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 3/2 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 3/3 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 3/4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 3/5 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 3/7 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 3/8 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 3/6 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 3/9 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 3/10 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 3/11 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 3/12 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of Niagara Falls 3/1, 3/2, 3/3, 3/11 ",270,66.67
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of Niagara Falls 3/4, 3/5, 3/8 ",234,75.24
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of Niagara Falls 3/13 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of Niagara Falls 3/6, 3/7, 3/9, 3/10, 3/12 ",338,76.30
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of Niagara Falls 4/1 ",149,89.76
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of Niagara Falls 4/2, 4/4 ",169,86.22
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of Niagara Falls 4/3 ",94,84.68
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of Niagara Falls 4/5, 4/6, 4/7, 4/8 ",285,80.74
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of Niagara Falls 5/1, 5/2, 5/3 ",302,74.57
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of Niagara Falls 5/4 ",66,67.35
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of Niagara Falls 5/5, 5/6 ",160,78.43
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of Niagara Falls 6/1, 6/2 ",181,71.26
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of Niagara Falls 6/3, 6/4, 6/5, 6/8 ",240,73.85
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of Niagara Falls 6/6, 6/7 ",94,85.45
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of Niagara Falls 6/9, 6/10 ",126,72.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 1/1, 1/2, 1/3, 1/8, 1/9, 1/10, 2/4, 2/6 ",286,66.82
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 1/4, 1/5, 1/6, 1/7 ",209,81.01
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 2/1, 2/2, 2/3, 2/5, 2/7, 2/8, 2/9, 2/10, 2/11 ",349,70.22
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 3/1, 3/2, 3/3, 3/4, 3/5, 3/7, 3/8 ",251,70.31
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",278,74.73
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of Niagara Falls 3/13 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 1/1, 1/2, 1/3, 1/8 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 1/10, 2/4, 2/6 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 1/1, 1/2, 1/3, 1/8, 1/9, 1/10, 2/4, 2/6 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 1/4, 1/5 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 1/6, 1/7 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 3/1, 3/2, 3/3, 3/4, 3/5 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 3/7, 3/8 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 1/4, 1/5, 1/6, 1/7 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 2/1, 2/2, 2/3, 2/5, 2/7, 2/8, 2/9, 2/10, 2/11  ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Joseph R. Biden,DM3,"City of North Tonawanda 3/1, 3/2, 3/3, 3/4, 3/5, 3/7, 3/8 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 3/1,3/2, 3/3, 3/11 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 3/4, 3/5, 3/8 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 3/13 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 3/6, 3/7, 3/9, 3/10, 3/12 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 4/1 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 4/2, 4/4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 4/3 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 4/5, 4/6, 4/7, 4/8 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 5/1, 5/2, 5/3 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 5/4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 5/5, 5/6 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 6/1, 6/2 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 6/3, 6/4, 6/5, 6/8 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 6/6, 6/7 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 6/9, 6/10 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 1/1 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 1/2 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 1/3 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 1/8 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 1/9 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 1/10 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 1/4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 1/5 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 1/6 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 1/7 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 2/1 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 2/2 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 2/3 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 2/5 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 2/7 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 2/8 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 2/9 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 2/10 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 2/11 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 2/4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 2/6 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 3/1 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 3/2 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 3/3 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 3/4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 3/5 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 3/7 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 3/8 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 3/6 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 3/9 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 3/10 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 3/11 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 3/12 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 3/1, 3/2, 3/3, 3/11 ",5,1.23
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 3/4, 3/5, 3/8 ",6,1.93
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 3/13 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 3/6, 3/7, 3/9, 3/10, 3/12 ",4,0.90
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 4/1 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 4/2, 4/4 ",3,1.53
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 4/3 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 4/5, 4/6, 4/7, 4/8 ",6,1.70
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 5/1, 5/2, 5/3 ",8,1.98
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 5/4 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 5/5, 5/6 ",1,0.49
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 6/1, 6/2 ",2,0.79
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 6/3, 6/4, 6/5, 6/8 ",5,1.54
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 6/6, 6/7 ",1,0.91
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 6/9, 6/10 ",1,0.57
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 1/1, 1/2, 1/3, 1/8, 1/9, 1/10, 2/4, 2/6 ",9,2.10
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 1/4, 1/5, 1/6, 1/7 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 2/1, 2/2, 2/3, 2/5, 2/7, 2/8, 2/9, 2/10, 2/11 ",5,1.01
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 3/1, 3/2, 3/3, 3/4, 3/5, 3/7, 3/8 ",3,0.84
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",4,1.08
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of Niagara Falls 3/13 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 1/1, 1/2, 1/3, 1/8 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 1/10, 2/4, 2/6 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 1/1, 1/2, 1/3, 1/8, 1/9, 1/10, 2/4, 2/6 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 1/4, 1/5 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 1/6, 1/7 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 3/1, 3/2, 3/3, 3/4, 3/5 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 3/7, 3/8 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 3/6, 3/9, 3/10, 3/11, 3/12 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 1/4, 1/5, 1/6, 1/7 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 2/1, 2/2, 2/3, 2/5, 2/7, 2/8, 2/9, 2/10, 2/11  ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Tulsi Gabbard,DM4,"City of North Tonawanda 3/1, 3/2, 3/3, 3/4, 3/5, 3/7, 3/8 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Bernie Sanders,DM5,"City of Niagara Falls 3/1,3/2, 3/3, 3/11 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Bernie Sanders,DM5,"City of Niagara Falls 3/4, 3/5, 3/8 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Bernie Sanders,DM5,"City of Niagara Falls 3/13 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Bernie Sanders,DM5,"City of Niagara Falls 3/6, 3/7, 3/9, 3/10, 3/12 ",0,0.00
PRESIDENT OF THE UNITED STATES - 26th Congressional District - Democratic,Bernie Sanders,DM5,"City of Niagara Falls 4/1 ",0,0.00
